WEB,MOM,Image,Actv Web,Note,MPN / Availability ,Item # ,UPC,Category,Product Name,Color ,Cost, Price,Min Q,Inventory,MOM Low Level,BC Low Level,Color Group ,Color Group ,Color Group ,Color Group ,Color Group ,Color Group ,Flower Type,Flower Type ,Flower Type ,Size,Season,Season,Season,Season,Copy ,Bullet ,Bullet ,Bullet ,Bullet ,Bullet ,Bullet ,Page Title,Meta Description ,Meta Keywords,X-Sell Vase ,X-Sell Gems ,Overall  Height,Overall Width (for Sprays),Bloom Diameter,# of Stems in Bouquet Photo,Bouquet Vase Dimensions,Item # for Vase Used,Outline Photo (-ot),Outline Alt (-alt),Bouquet Photo (-bq),Bouquet Close Up    (-bcu)
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4706-WHCR,848644019671,All Stems ,"Fluffy Ranunculus Silk Flower Stem Spray - 25"" ",White/Cream,$1.17,$5.75,3,0,,12,Pink-Fuchsia-Beauty,Cream-White,Red-Burgundy,Yellow-Gold,,,Roses & Ranunculus,,,"25"" and Over",Spring,Summer,,,"Create a fresh garden look with our lifelike 25"" Fluffy Ranunculus Silk Flower Stem Spray. Available in two colors. 12 stems shown in photo with our 6"" cylinder vase and glass gems (sold seperately).","25"" Tall","Bloom Diameter 3.5""",12 Stems Shown In Photo,"Stems Arranged In Our 10"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,25''H,-,3.5''D,12,10''Hx4''D,CV4486-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4706-WN,848644019688,All Stems ,"Fluffy Ranunculus Silk Flower Stem Spray - 25"" ",Wine,$1.17,$5.75,3,0,,12,Pink-Fuchsia-Beauty,Cream-White,Red-Burgundy,Yellow-Gold,,,Roses & Ranunculus,,,"25"" and Over",Spring,Summer,,,"Create a fresh garden look with our lifelike 25"" Fluffy Ranunculus Silk Flower Stem Spray. Available in two colors. 12 stems shown in photo with our 6"" cylinder vase and glass gems (sold seperately).","25"" Tall","Bloom Diameter 3.5""",12 Stems Shown In Photo,"Stems Arranged In Our 10"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,25''H,-,3.5''D,12,10''Hx4''D,CV4486-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4706-YE,848644019695,All Stems ,"Fluffy Ranunculus Silk Flower Stem Spray - 25"" ",Soft Yellow,$1.17,$5.75,3,150,,12,Pink-Fuchsia-Beauty,Cream-White,Red-Burgundy,Yellow-Gold,,,Roses & Ranunculus,,,"25"" and Over",Spring,Summer,,,"Create a fresh garden look with our lifelike 25"" Fluffy Ranunculus Silk Flower Stem Spray. Available in two colors. 12 stems shown in photo with our 6"" cylinder vase and glass gems (sold seperately).","25"" Tall","Bloom Diameter 3.5""",12 Stems Shown In Photo,,Handcrafted In China - Imported,,,,,,,25''H,-,3.5''D,12,10''Hx4''D,CV4486-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4707,848644018032,All Stems ,"Alstroemeria Silk Flower Stem - 25"" ",Master SKU ,$0.98,$5.00,4,NA,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",Spring ,Summer,,,"Decorate with our 25"" lifelike silk alstromeria stems. Available in four colors. 12 stems shown in photo and arranged in our 8"" cylinder vase with clear gems (sold seperately).","25"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6049-CLR,,25''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4707-DKPK,848644018032,All Stems ,"Alstroemeria Silk Flower Stem - 25"" ",Dark Pink,$0.98,$5.00,4,250,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",Spring ,Summer,,,"Decorate with our 25"" lifelike silk alstromeria stems. Available in four colors. 12 stems shown in photo and arranged in our 8"" cylinder vase with clear gems (sold seperately).","25"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6049-CLR,,25''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4707-PMKN,848644018049,All Stems ,"Alstroemeria Silk Flower Stem - 25"" ",Pumpkin/Rust,$0.98,$5.00,4,0,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",Spring ,Summer,,,"Decorate with our 25"" lifelike silk alstromeria stems. Available in four colors. 12 stems shown in photo and arranged in our 8"" cylinder vase with clear gems (sold seperately).","25"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6049-CLR,,25''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4707-YE,848644018056,All Stems ,"Alstroemeria Silk Flower Stem - 25"" ",Yellow,$0.98,$5.00,4,0,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",Spring ,Summer,,,"Decorate with our 25"" lifelike silk alstromeria stems. Available in four colors. 12 stems shown in photo and arranged in our 8"" cylinder vase with clear gems (sold seperately).","25"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6049-CLR,,25''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4707-YERO,848644018063,All Stems ,"Alstroemeria Silk Flower Stem - 25"" ",Yellow/Rose,$0.98,$5.00,4,250,,12,Pink-Fuchsia-Beauty,Peach-Coral-Orange,Yellow-Gold,,,,Other Varieties,,,"25"" and Over",Spring ,Summer,,,"Decorate with our 25"" lifelike silk alstromeria stems. Available in four colors. 12 stems shown in photo and arranged in our 8"" cylinder vase with clear gems (sold seperately).","25"" Tall x 6"" Wide","Bloom Diameter 3""",12 Stems Shown In Photo,"Stems Arranged In Our 8"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,CV6049-CLR,,25''H,6''W,3''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,UPDATED,,S4708,,All Stems ,"Artificial Oncidium Orchid Flower Stem Spray - 39"" ",Master SKU ,,,,NA,,12,Cream-White,Yellow-Gold,,,,,Orchids,,,,,,,,"Add a touch of the exotic to your decor with our 39"" lifelike Oncidium Orchid sprays. Available in 2 colors. 12 stems shown in photo and arranged in our 12"" cylinder vase (sold seperately).","39"" Tall","Bloom Diameter 2""",12 Stems Shown In Photo,"Stems Arranged In Our 12"" Hand Blown Cylinder Vase With Clear Glass Gems (Sold Seperately)",Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,UPDATED,,S4708-WH,848644019701,All Stems ,"Artificial Oncidium Orchid Flower Stem Spray - 39"" ",White,$1.36,$6.75,3,0,,12,Cream-White,Yellow-Gold,,,,,Orchids,,,"25"" and Over",Spring,Summer,,,,,,,,,,,,,,,39''H,-,2''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,UPDATED,,S4708-YE,848644019718,All Stems ,"Artificial Oncidium Orchid Flower Stem Spray - 39"" ",Yellow,$1.36,$6.75,3,0,,12,Cream-White,Yellow-Gold,,,,,Orchids,,,,,,,,,,,,,,,,,,,,39''H,-,2''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4715,,All Stems ,"Faux Berry Spray - 20"" ",Master SKU ,,,,NA,,12,Lavender-Blue-Purple,Cream-White,Green-Bown-Beige,,,,Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,,S4715-BKPU,848644019725,All Stems ,"Faux Berry Spray - 20"" ",Black/Purple,$1.50,$7.25,3,0,,12,Lavender-Blue-Purple,Cream-White,Green-Bown-Beige,,,,Berries,,,Fall,,,,,"Decorate with our 20"" tall faux berry sprays. Shown in our 8"" hand-blown cylinder vase (sold seperately) ","20"" Tall x 5"" Wide",Shown with 12 Stems ,Lifelike Realism ,Imported,,,,,,,,20''H,5''W,.25''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4715-CRW,848644019732,All Stems ,"Faux Berry Spray - 20"" ",Cream/White,$1.50,$7.25,3,0,,12,Lavender-Blue-Purple,Cream-White,Green-Bown-Beige,,,,Berries,,,Fall,,,,,"Decorate with our 20"" tall faux berry sprays. Shown in our 8"" hand-blown cylinder vase (sold seperately) ","20"" Tall x 5"" Wide",Shown with 12 Stems ,Lifelike Realism ,Imported,,,,,,,,20''H,5''W,.25''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4715-LM,848644019749,All Stems ,"Faux Berry Spray - 20"" ",Lime,$1.50,$7.25,3,0,,12,Lavender-Blue-Purple,Cream-White,Green-Bown-Beige,,,,Berries,,,Fall,,,,,"Decorate with our 20"" tall faux berry sprays. Shown in our 8"" hand-blown cylinder vase (sold seperately) ","20"" Tall x 5"" Wide",Shown with 12 Stems ,Lifelike Realism ,Imported,,,,,,,,20''H,5''W,.25''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4725-GR,848644019756,All Stems ,"Artificial Grass Bush Foliage with Buds - 16"" ",Green,$2.09,$9.75,2,150,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,"5"" to 18""",,,,,"Make a statement with our lifelike 16"" Faux Grass Bush Foliage with Buds.","16"" Tall","Bloom Diameter 6""",,,Handcrafted In China - Imported,,,,,,,16''H,-,6''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4762,,All Stems ,"Tiger Lily Silk Flower Stem Spray - 25""  ",Master SKU ,,,,NA,,12,Red-Burgundy,Yellow-Gold,Peach-Coral-Orange,Pink-Fuchsia-Beauty ,,,Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,,S4762-BRD,848644019763,All Stems ,"Tiger Lily Silk Flower Stem Spray - 25""  ",Brick Red,$1.49,$7.00,3,0,,12,Red-Burgundy,Yellow-Gold,Peach-Coral-Orange,Pink-Fuchsia-Beauty ,,,Lily,,,"25"" and Over",Spring,Summer,Fall,,"Get inspired with our vibrant tiger lily faux flower stems. Shown in our 12"" hand-blown cynclinder vase (sold seperately) with 10 stems. ","25"" Tall","Bloom Diameter 6""",Imported,,,,,,,,,25''H,-,6''D,10,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4762-HVG,848644019770,All Stems ,"Tiger Lily Silk Flower Stem Spray - 25""  ",Harvest Gold,$1.49,$7.00,3,0,,12,Red-Burgundy,Yellow-Gold,Peach-Coral-Orange,Pink-Fuchsia-Beauty ,,,Lily,,,"25"" and Over",Spring,Summer,Fall,,"Get inspired with our vibrant tiger lily faux flower stems. Shown in our 12"" hand-blown cynclinder vase (sold seperately) with 10 stems. ","25"" Tall","Bloom Diameter 6""",Imported,,,,,,,,,25''H,-,6''D,10,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4762-OR,848644019787,All Stems ,"Tiger Lily Silk Flower Stem Spray - 25""  ",Orange,$1.48,$7.00,3,0,,12,Red-Burgundy,Yellow-Gold,Peach-Coral-Orange,Pink-Fuchsia-Beauty ,,,Lily,,,"25"" and Over",Spring,Summer,Fall,,"Get inspired with our vibrant tiger lily faux flower stems. Shown in our 12"" hand-blown cynclinder vase (sold seperately) with 10 stems. ","25"" Tall","Bloom Diameter 6""",Imported,,,,,,,,,25''H,-,6''D,10,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4762-PRT,848644019794,All Stems ,"Tiger Lily Silk Flower Stem Spray - 25""  ",Pumpkin/Rust,$1.49,$7.00,3,0,,12,Red-Burgundy,Yellow-Gold,Peach-Coral-Orange,Pink-Fuchsia-Beauty ,,,Lily,,,"25"" and Over",Spring,Summer,Fall,,"Get inspired with our vibrant tiger lily faux flower stems. Shown in our 12"" hand-blown cynclinder vase (sold seperately) with 10 stems. ","25"" Tall","Bloom Diameter 6""",Imported,,,,,,,,,25''H,-,6''D,10,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4762-RB,848644019800,All Stems ,"Tiger Lily Silk Flower Stem Spray - 25""  ",Rubrum,$1.48,$7.00,3,0,,12,Red-Burgundy,Yellow-Gold,Peach-Coral-Orange,Pink-Fuchsia-Beauty ,,,Lily,,,"25"" and Over",Spring,Summer,Fall,,"Get inspired with our vibrant tiger lily faux flower stems. Shown in our 12"" hand-blown cynclinder vase (sold seperately) with 10 stems. ","25"" Tall","Bloom Diameter 6""",Imported,,,,,,,,,25''H,-,6''D,10,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4763-TTG,848644019811,All Stems ,"Artificial Aloe Bush Foliage - 11"" ",TT Green,$3.91,$18.50,1,0,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,11''H,13''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4770-WHT,848644019824,All Stems ,"Wild Rose Silk Flower Stem - 16"" ",White,$0.59,$3.00,6,0,,12,Cream-White,,,,,,Roses & Ranunculus,,,,,,,,,,,,,,,,,,,,16''H,-,4''D,12,8''Hx4''D,CV6049-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,,S4772-YOR,848644019831,All Stems ,"Artificial Ginger with Leaf Stem - 31"" ",Yellow/Orange,$2.20,$9.75,2,0,,12,Yellow-Gold,Peach-Coral-Orange,,,,,Tropical,,,,,,,,,,,,,,,,,,,,31''H,-,3''D,12,12''Hx4''D,CV4809-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783,,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Master SKU ,,,,NA,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783-LTG,848644019848,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Light Green,$1.01,$5.00,4,250,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,13''H,-,4''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783-LTY,848644019855,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Light Yellow,$1.01,$5.00,4,250,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,13''H,-,4''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783-OR,848644019862,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Orange,$1.01,$5.00,4,250,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,13''H,-,4''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783-PC,848644019879,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Peach,$1.01,$5.00,4,150,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,13''H,-,4''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783-PU,848644019886,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Purple,$1.01,$5.00,4,150,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,13''H,-,4''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4783-RD,848644019893,All Stems ,"Silk Ranunculus Flower Stem Spray - 13"" ",Red,$1.01,$5.00,4,150,,12,Green-Brown-Beige,Yellow-Gold,Peach-Coral-Orange,Lavender-Blue-Purple,Red-Burgundy,,Roses & Ranunculus,,,"5"" to 18""",Spring,Summer,,,"Make a statement with our 13"" Silk Ranunculus Flower Stem Sprays. Available in six colors. 12 stems shown in photo in our cylinder glass vase with clear gems (sold seperately).","13"" Tall","Bloom Diameter 4""",12 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,13''H,-,5''D,12,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4785,,All Stems ,"Dahlia Silk Flower Stem Spray - 14"" ",Master SKU ,,,,NA,,12,Peach-Coral-Orange,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,,,Other Varieties,,,"5"" to 18""",Summer,,,,"Create a fresh garden look with out 14"" Dahlia Silk Flower Stem Sprays. Available in four colors. 10 stems shown in photo in our cylinder glass vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 6""",10 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,,,,,,,,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4785-PC,848644019909,All Stems ,"Dahlia Silk Flower Stem Spray - 14"" ",Peach,$1.19,$5.75,3,250,,12,Peach-Coral-Orange,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,,,Other Varieties,,,"5"" to 18""",Summer,,,,"Create a fresh garden look with out 14"" Dahlia Silk Flower Stem Sprays. Available in four colors. 10 stems shown in photo in our cylinder glass vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 6""",10 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,14''H,-,6''D,10,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4785-PK,848644019916,All Stems ,"Dahlia Silk Flower Stem Spray - 14"" ",Pink,$1.19,$5.75,3,150,,12,Peach-Coral-Orange,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,,,Other Varieties,,,"5"" to 18""",Summer,,,,"Create a fresh garden look with out 14"" Dahlia Silk Flower Stem Sprays. Available in four colors. 10 stems shown in photo in our cylinder glass vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 6""",10 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,14''H,-,6''D,10,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4785-RD,848644019923,All Stems ,"Dahlia Silk Flower Stem Spray - 14"" ",Red,$1.19,$5.75,3,250,,12,Peach-Coral-Orange,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,,,Other Varieties,,,"5"" to 18""",Summer,,,,"Create a fresh garden look with out 14"" Dahlia Silk Flower Stem Sprays. Available in four colors. 10 stems shown in photo in our cylinder glass vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 6""",10 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,14''H,-,6''D,10,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4785-WH,848644019930,All Stems ,"Dahlia Silk Flower Stem Spray - 14"" ",White,$1.19,$5.75,3,150,,12,Peach-Coral-Orange,Pink-Fuchsia-Beauty,Red-Burgundy,Cream-White,,,Other Varieties,,,"5"" to 18""",Summer,,,,"Create a fresh garden look with out 14"" Dahlia Silk Flower Stem Sprays. Available in four colors. 10 stems shown in photo in our cylinder glass vase and clear gems (sold seperately).","14"" Tall","Bloom Diameter 6""",10 Stems Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,14''H,-,6''D,10,6''Hx4''D,CV6048-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,UPDATED - NO ENVIORNMENTAL,,S4791-DKPU,848644019947,All Stems ,"Faux Lilac Bush - 20"" ",Dark Purple,$2.62,$12.50,1,0,,12,Lavender-Blue-Purple,,,,,,Other Varieties,,,"19"" to 24"" ",Spring,Summer,,,"Enjoy Springtime all year-long with our pre-assumbled faux lilac bush. Place in your favorite vase, add an optional ribbon. ","20"" Tall","9"" Wide ","Bloom Diamter 2"" ",,Imported ,,,,,,,20''H,9''W,2''D,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4795-GR,848644019954,All Stems ,"Faux Heather Bush - 20"" ",Green,$2.40,$11.50,1,0,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,20''H,10''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4813-GR,848644019961,All Stems ,"Artificial Cedar Spray with Cones - 17.5"" ",Green,$1.20,$5.75,3,250,,12,Green-Brown-Beige,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,17.5''H,10''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4814-SLV,848644019978,All Stems ,"Hemlock Leaves Artificial Foliage Spray - 14"" ",Silver,$0.35,$1.75,6,250,,12,Gold-Silver,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,14''H,7''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4815-GLD,848644019985,All Stems ,"Artificial Fern Leaves Foliage Spray - 15"" ",Gold,$0.33,$1.75,6,250,,12,Gold-Silver,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,15''H,10''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,,S4816-GLD,848644019992,All Stems ,"Artificial Podocarpus Leaves Foliage Stem Spray - 21"" ",Gold,$0.49,$2.50,6,150,,12,Gold-Silver,,,,,,Greenery & Foliage,,,,,,,,,,,,,,,,,,,,21''H,8''W,-,,,,x,,,
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4823-BR,848644020004,All Stems ,"Faux Heather Artificial Flower Stem Spray - 28"" ",Brown,$1.00,$4.75,4,150,,12,Green-Brown-Beige,,,,,,Other Varieties,,,"25"" and Over",,,,,"Enjoy our realistic 28"" Faux Heather Artificial Flower Stem Spray. 12 stems shown in photo in our glass cylinder vase with clear glass gems (sold seperately).","28"" Tall","Bloom Diameter 1""",12 Stems Shown In Photo,"Stems Arranged In Our 10"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,28''H,-,1''D,12,10''Hx4''D,CV4486-CLR,x,,x,x
TRUE,TRUE,TRUE,TRUE,,Available - Est Delivery 5-10 Days,S4824-FL,848644020011,All Stems ,"Mixed Artificial Grass Bundle Foliage Spray - 20"" ",Fall,$6.09,$19.75,1,50,,12,Green-Brown-Beige,Yellow-Gold,,,,,Other Varieties,,,"19"" to 24""",Summer,Fall,,,"Enjoy seasonal flowers year round with our lifelike 20"" Silk Mixed Artificial Grass Bundle Foliage Spray.  1 stem shown in photo in our cylinder vase with glass gems (sold seperately).","20"" Tall x 14"" Wide",,1 Stem Shown In Photo,"Stems Arranged In Our 6"" Hand Blown Cylinder Vase With 2 Bags Of Clear Gems (Sold Seperately)",Handcrafted In China - Imported,,,,,,,20''H,14''W,-,1,6''Hx4''D,CV6048-CLR,x,,x,x
