status	nav_section	label	path	shopify_handle	shopify_title	bc_banner_filename	shopify_banner_filename	desktop_banner_image	shopify_image_url	page_url
already_uploaded	Arrangements	All Arrangements	/silk-flower-arrangements	silk-flower-arrangements	Arrangements	arrang-main-lndg-21-1500-450.jpg	arrang-main-lndg-21-1500-450_6ea2137a-1c02-4001-8c24-6e091316df59.jpg	https://cdn11.bigcommerce.com/s-r932bs4ubb/product_images/uploaded_images/arrang-main-lndg-21-1500-450.jpg	https://cdn.shopify.com/s/files/1/0626/3681/8505/collections/arrang-main-lndg-21-1500-450_6ea2137a-1c02-4001-8c24-6e091316df59.jpg?v=1776372626	https://petals.com/silk-flower-arrangements
