Count,Item Type,Product ID,Product SKU,Product Name,Product Custom Fields,Extracted Cross Sell SKUs
1271,Product,6249,S4168,"14"" Faux Berry Foliage Stem Spray","Colors=Lavender-Blue-Purple;Colors=Red-Burgundy;""Size=25"""" and Over"";""Cart Upsells=CV4809-CLR,ACF100-CL"";""Type=Roses & Ranunculus"";status=notifyme","CV4809-CLR,ACF100-CL"
1278,Product,6252,S4566,"11"" Artificial Cymbidium Orchid Flower Stem","Colors=Lavender-Blue-Purple;Colors=Red-Burgundy;""Size=25"""" and Over"";""Cart Upsells=CV4809-CLR,ACF100-CL"";""Type=Roses & Ranunculus""","CV4809-CLR,ACF100-CL"
1288,Product,6254,S4706,"25"" Fluffy Ranunculus Silk Flower Stem Spray","Colors=Yellow-Gold;Colors=Pink-Fuchsia-Beauty;Season=Summer;Season=Spring;""Size=25"""" and Over"";""Cart Upsells=CV4486-CLR,ACF100-CL"";""Type=Roses & Ranunculus""","CV4486-CLR,ACF100-CL"
1300,Product,6258,S5072,"19.5"" Diamond Rose Silk Flower Stem Spray","Colors=Yellow-Gold;Colors=Peach-Coral-Orange;Season=Spring;Season=Summer;""Size=19"""" to 24"""""";""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Roses & Ranunculus""","CV6049-CLR,ACF100-CL"
1305,Product,6259,S5081,"25"" Daisy Silk Flower Stem Spray","Colors=Yellow-Gold;Colors=Peach-Coral-Orange;Season=Spring;Season=Summer;""Size=19"""" to 24"""""";""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Roses & Ranunculus""","CV6049-CLR,ACF100-CL"
1310,Product,6260,S5088,"33"" Cornus Silk Flower Stem Spray","Colors=Cream-White;Colors=Pink-Fuchsia-Beauty;""Size=25"""" and Over"";""Cart Upsells=CV4809-CLR,ACF100-CL"";""Type=Other Varieties""","CV4809-CLR,ACF100-CL"
1315,Product,6261,S5099,"30"" Mini Freesia Faux Flower Stem Spray","Colors=Lavender-Blue-Purple;Colors=Cream-White;""Size=25"""" and Over"";Season=Spring;""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Other Varieties""","CV6049-CLR,ACF100-CL"
1323,Product,6265,S4582,"25"" Ranunculus Silk Flower Stem Spray","Colors=Green-Brown-Beige;Colors=Pink-Fuchsia-Beauty;Colors=Lavender-Blue-Purple;Colors=Yellow-Gold;Season=Spring;Season=Summer;""Size=25"""" and Over"";""Cart Upsells=CV4809-CLR,ACF100-CL"";""Type=Roses & Ranunculus""","CV4809-CLR,ACF100-CL"
1333,Product,6267,S4697,"18"" Mini Phalaenopsis Orchid Artificial Foliage Stem","Colors=Cream-White;Colors=Lavender-Blue-Purple;""Size=5"""" to 18"""""";Season=Spring;""Cart Upsells=CV6049-CLR,ACF100-CL"";Type=Orchids","CV6049-CLR,ACF100-CL"
1340,Product,6268,S4700,"35"" Floppy Phalaenopsis Faux Orchid Stem","Colors=Cream-White;Colors=Lavender-Blue-Purple;Colors=Pink-Fuchsia-Beauty;Season=Spring;""Size=25"""" and Over"";""Cart Upsells=CV4809-CLR,ACF100-CL"";Type=Orchids","CV4809-CLR,ACF100-CL"
1347,Product,6269,S4703,"18"" Artificial Mini Dendrobium Orchid Stem","Colors=Lavender-Blue-Purple;Colors=Cream-White;""Size=5"""" to 18"""""";""Cart Upsells=CV6049-CLR,ACF100-CL"";Type=Orchids","CV6049-CLR,ACF100-CL"
1355,Product,6271,S4783,"13"" Silk Ranunculus Flower Stem Spray","Colors=Green-Brown-Beige;Colors=Yellow-Gold;Colors=Peach-Coral-Orange;Colors=Lavender-Blue-Purple;Colors=Red-Burgundy;Season=Spring;Season=Summer;""Size=5"""" to 18"""""";""Cart Upsells=CV6048-CLR,ACF100-CL"";""Type=Roses & Ranunculus""","CV6048-CLR,ACF100-CL"
1368,Product,6272,S4785,"14"" Dahlia Silk Flower Stem Spray","Colors=Peach-Coral-Orange;Colors=Pink-Fuchsia-Beauty;Colors=Red-Burgundy;Colors=Cream-White;Season=Summer;""Size=5"""" to 18"""""";""Cart Upsells=CV6048-CLR,ACF100-CL"";""Type=Other Varieties""","CV6048-CLR,ACF100-CL"
1377,Product,6273,S4904,"22.5"" Poppy Silk Flower Stem","Colors=Red-Burgundy;Colors=Yellow-Gold;Colors=Peach-Coral-Orange;Season=Summer;""Size=19"""" to 24"""""";""Cart Upsells=CV4486-CLR,ACF100-CL"";Type=Poppies","CV4486-CLR,ACF100-CL"
1386,Product,6274,S4906,"12"" Snowball Hydrangea Silk Flower Bundle","Colors=Red-Burgundy;Colors=Yellow-Gold;Colors=Peach-Coral-Orange;Season=Summer;""Size=19"""" to 24"""""";""Cart Upsells=CV4486-CLR,ACF100-CL"";Type=Poppies","CV4486-CLR,ACF100-CL"
1391,Product,6275,S4907,"25"" Snowball Hydrangea Silk Flower Stem Spray","Colors=Red-Burgundy;Colors=Yellow-Gold;Colors=Peach-Coral-Orange;Season=Summer;""Size=19"""" to 24"""""";""Cart Upsells=CV4486-CLR,ACF100-CL"";Type=Poppies","CV4486-CLR,ACF100-CL"
1394,Product,6276,S4908,"31"" Artificial Pear Blossom Flower Stem","Colors=Cream-White;""Size=25"""" and Over"";""Cart Upsells=CV4809-CLR,ACF100-CL"";""Type=Other Varieties"";Season=Spring","CV4809-CLR,ACF100-CL"
1397,Product,6277,S4909,"17"" Magnolia Silk Flower Stem Spray","Colors=Cream-White;Colors=Lavender-Blue-Purple;""Size=5"""" to 18"""""";Season=Summer;""Cart Upsells=CV6048-CLR,ACF100-CL"";Type=Magnolias","CV6048-CLR,ACF100-CL"
1498,Product,6346,S3072-BL,"21.5"" Cornflower Silk Flower Stem Spray","Season=Summer;Color=Lavender-Blue-Purple;""Cart Upsells=CV4486-CLR,ACF100-CL"";""Type=Other Varieties""","CV4486-CLR,ACF100-CL"
1505,Product,6349,S3071,"23.5"" Silk Ranunculus Flower Stem Spray","""Size=19"""" to 24"""""";Colors=Peach-Coral-Orange;Colors=Yellow-Gold;""Type=Roses & Ranunculus"";""Cart Upsells=CV4486-CLR,ACF100-CL""","CV4486-CLR,ACF100-CL"
1510,Product,6350,S4138,"17.5"" Water Lily Faux Flower Stem","""Size=19"""" to 24"""""";Colors=Peach-Coral-Orange;Colors=Yellow-Gold;""Type=Roses & Ranunculus"";""Cart Upsells=CV4486-CLR,ACF100-CL""","CV4486-CLR,ACF100-CL"
1518,Product,6354,S1773,"33"" Artificial Vanda Orchid Stem","""Size=25"""" and Over"";Colors=Cream-White;Colors=Red-Burgundy;""Cart Upsells=CTV4809-CLR,ACF100-CL"";Type=Orchids","CTV4809-CLR,ACF100-CL"
1523,Product,6355,S1260,"27"" Artificial Rock Cress Flower Spray","""Size=25"""" and Over"";Colors=Cream-White;Colors=Red-Burgundy;""Cart Upsells=CTV4809-CLR,ACF100-CL"";Type=Orchids","CTV4809-CLR,ACF100-CL"
1552,Product,6377,S4161,"25.5"" Faux Flower Heather Stem","Colors=Green-Brown-Beige;Colors=Yellow-Gold;""Size=25"""" and Over"";""Cart Upsells=CV4486-CLR,ACF100-CL"";""Type=Other Varieties"";Season=Summer;Season=Fall;""Price Suffix=per stem""","CV4486-CLR,ACF100-CL"
1558,Product,6379,S4268-BR,Artifical Plastic Staghorn Branch,"""Cart Upsells=CV6058-CLR,ACF100-CL"";""Type=Twigs & Branches"";Season=Fall","CV6058-CLR,ACF100-CL"
1560,Product,6381,S4563,"29"" Pansy Silk Flower Stem Spray","""Size=25"""" and Over"";Colors=Lavender-Blue-Purple;Colors=Yellow-Gold;Season=Summer;Season=Spring;""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Other Varieties""","CV6049-CLR,ACF100-CL"
1565,Product,6382,S4682,"24"" Silk Rose Flower Stem Spray","""Size=25"""" and Over"";Colors=Lavender-Blue-Purple;Colors=Yellow-Gold;Season=Summer;Season=Spring;""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Other Varieties""","CV6049-CLR,ACF100-CL"
1572,Product,6383,S4708,"39"" Artificial Oncidium Orchid Flower Stem Spray","""Size=25"""" and Over"";Colors=Lavender-Blue-Purple;Colors=Yellow-Gold;Season=Summer;Season=Spring;""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Other Varieties""","CV6049-CLR,ACF100-CL"
1577,Product,6384,S4762,"25"" Tiger Lily Silk Flower Stem Spray","""Size=25"""" and Over"";Colors=Lavender-Blue-Purple;Colors=Yellow-Gold;Season=Summer;Season=Spring;""Cart Upsells=CV6049-CLR,ACF100-CL"";""Type=Other Varieties""","CV6049-CLR,ACF100-CL"
