item,sku,product_name,sheet_weight_raw,sheet_weight_lb,bc_weight_lb,implied_lb_from_div16,ratio,issue_type,detail,product_id,variant_id
FLA206,FLA206,Rose Bouquet Silk Flower Accent,3,3.0,36.0,2.25,12.00,div16_near_sheet,was/16=2.25lb vs sheet=3lb,6621,
FLA206,FLA206-MP,Rose Bouquet Silk Flower Accent,3,3.0,36.0,2.25,12.00,div16_near_sheet,was/16=2.25lb vs sheet=3lb,6621,6888
FLA206,FLA206-PEY,Rose Bouquet Silk Flower Accent,3,3.0,36.0,2.25,12.00,div16_near_sheet,was/16=2.25lb vs sheet=3lb,6621,6889
FLA206,FLA206-RDO,Rose Bouquet Silk Flower Accent,3,3.0,36.0,2.25,12.00,div16_near_sheet,was/16=2.25lb vs sheet=3lb,6621,6890
HDC522-CHG,HDC522-CHG,Champagne Elegance Artificial Holiday Teardrop,3,3.0,36.0,2.25,12.00,div16_near_sheet,was/16=2.25lb vs sheet=3lb,6564,6811
WRA374-YE,WRA374-YE,Silk Forsythia Wreath,3,3.0,36.0,2.25,12.00,div16_near_sheet,was/16=2.25lb vs sheet=3lb,6633,6906
FLA189-MS,FLA189-MS,"Roses, Cosmos & Tulips Silk Flower Arrangement",2,2.0,32.0,2.00,16.00,exact_16x,was/sheet=16.00,6596,6849
FLB161-NA,FLB161-NA,"Maple, Pomegranate & Pinecone Faux Autumn Centerpiece",3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6545,6784
FLB183-PK,FLB183-PK,"Tulips, Hydrangea & Berries Silk Flower Arrangement",4,4.0,64.0,4.00,16.00,exact_16x,was/sheet=16.00,6623,6892
HDC460-RDG,HDC460-RDG,"Spruce, Berries & Cones Artificial Holiday Wreath",4,4.0,64.0,4.00,16.00,exact_16x,was/sheet=16.00,6492,6700
HDC473-GRR,HDC473-GRR,"Pine, Berry & Cedar Artificial Holiday Garland",3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6555,6802
HDC511-GRR,HDC511-GRR,"Jingle Bells 24"" Artificial Holiday Wreath",3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6559,6806
HDC514-GRR,HDC514-GRR,Jingle Bells Artificial Holiday Garland,4,4.0,64.0,4.00,16.00,exact_16x,was/sheet=16.00,6561,6808
PLA333-GR,PLA333-GR,Papyrus Grass Faux Foliage Plant,8,8.0,128.0,8.00,16.00,exact_16x,was/sheet=16.00,6587,6838
PLB407-GR,PLB407-GR,Hanging English Ivy Silk Foliage Planter,4,4.0,64.0,4.00,16.00,exact_16x,was/sheet=16.00,6630,6903
PLD362-GR2,PLD362-GR2,Mixed Silk Foliage Planter,4,4.0,64.0,4.00,16.00,exact_16x,was/sheet=16.00,6592,6843
PLD416-NA,PLD416-NA,"Maple, Pinecone & Berry Autumn Faux Foliage Accent",3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6611,6870
PLD508-GR,PLD508-GR,Mini English Ivy Silk Plant,3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6512,6734
PLD509-GR,PLD509-GR,Faux ZZ Plant,3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6513,6735
PLD532-GR,PLD532-GR,Desktop Cactus Faux Succulent Planter,3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6601,6857
PLD533-GC,PLD533-GC,"Fittonia, Laurel & Berries Mixed Faux Foliage Arrangement",3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6602,6858
WRA358-MP,WRA358-MP,Zinnia & Daisy Silk Flower Teardrop,3,3.0,48.0,3.00,16.00,exact_16x,was/sheet=16.00,6595,6846
FLA164-MP,FLA164-MP,Pansy Pitcher Faux Flower Arrangement,3,3.0,32.0,2.00,10.67,multiple_of_16,was=32lb sheet=3lb ratio=10.67,6575,6822
FLA197,FLA197,Faux Phalaenopsis Orchid Plant,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6620,
FLA197,FLA197-FU,Faux Phalaenopsis Orchid Plant,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6620,6884
FLA197,FLA197-TTP,Faux Phalaenopsis Orchid Plant,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6620,6885
FLA197,FLA197-WH,Faux Phalaenopsis Orchid Plant,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6620,6886
FLA988-MP,FLA988-MP,Sunflower & Daisy Accent,2,2.0,16.0,1.00,8.00,multiple_of_16,was=16lb sheet=2lb ratio=8.00,6359,6446
FLA996-NA,FLA996-NA,Harvest Moon Silk Flower Autumn Accent,2,2.0,16.0,1.00,8.00,multiple_of_16,was=16lb sheet=2lb ratio=8.00,6477,6685
FLB145-LV,FLB145-LV,Orchid Centerpiece Faux Flower Arrangement,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6527,6761
FLB159-MP,FLB159-MP,"Mums, Cosmos & Daisies Silk Flower Autumn Centerpiece",4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6535,6774
FLB160-NA,FLB160-NA,Pumpkin Harvest Faux Flower Centerpiece,4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6536,6775
FLB166-MP,FLB166-MP,"Calla, Croton & Protea Faux Flower Arrangement",7,7.0,48.0,3.00,6.86,multiple_of_16,was=48lb sheet=7lb ratio=6.86,6576,6823
FLB168-RDW,FLB168-RDW,"Rose, Dahlia & Scabiosa Silk Flower Centerpiece",6,6.0,64.0,4.00,10.67,multiple_of_16,was=64lb sheet=6lb ratio=10.67,6577,6824
FLB171-MP,FLB171-MP,"Scabiosa, Rose & Rudbeckia Faux Flower Centerpiece",4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6578,6825
FLB173-MS,FLB173-MS,Floribunda Garden Silk Flower Centerpiece,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6579,6826
FLB176-MS2,FLB176-MS2,Pin Cushion Protea & Dancing Orchid Faux Flower Arrangement,5,5.0,64.0,4.00,12.80,multiple_of_16,was=64lb sheet=5lb ratio=12.80,6580,6827
FLB182-LVB,FLB182-LVB,Garden Party Silk Flower Centerpiece,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6622,6891
FLB196-MP,FLB196-MP,"Lily, Ranunculus & Berries Faux Flower Centerpiece",6,6.0,64.0,4.00,10.67,multiple_of_16,was=64lb sheet=6lb ratio=10.67,6598,6851
FLB302-MS,FLB302-MS,"Cabbage Rose, Zinnia & Orchid Silk Flower Centerpiece",5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6643,6934
FLB780,FLB780,Cymbidium Orchid & Monstera Leaf,7,7.0,48.0,3.00,6.86,multiple_of_16,was=48lb sheet=7lb ratio=6.86,5482,
FLB780,FLB780-BUO,Cymbidium Orchid & Monstera Leaf,7,7.0,48.0,3.00,6.86,multiple_of_16,was=48lb sheet=7lb ratio=6.86,5482,6786
FLB780,FLB780-CRW,Cymbidium Orchid & Monstera Leaf,7,7.0,48.0,3.00,6.86,multiple_of_16,was=48lb sheet=7lb ratio=6.86,5482,6785
FLB863,FLB863,Peony & Ranunculus Silk Flower Arrangement,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,5506,
FLB863,FLB863-BYG,Peony & Ranunculus Silk Flower Arrangement,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,5506,6910
FLB863,FLB863-PKW,Peony & Ranunculus Silk Flower Arrangement,5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,5506,6909
FLC117,FLC117,"Peony, Aster & Cherry Blossom Faux Flower Arrangement",5,5.0,32.0,2.00,6.40,multiple_of_16,was=32lb sheet=5lb ratio=6.40,6507,
FLC117,FLC117-CPE,"Peony, Aster & Cherry Blossom Faux Flower Arrangement",5,5.0,32.0,2.00,6.40,multiple_of_16,was=32lb sheet=5lb ratio=6.40,6507,6729
FLC117,FLC117-PKL,"Peony, Aster & Cherry Blossom Faux Flower Arrangement",5,5.0,32.0,2.00,6.40,multiple_of_16,was=32lb sheet=5lb ratio=6.40,6507,6728
FLC157-MP,FLC157-MP,Autumn Fireworks Silk Flower Arrangement,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6538,6777
FLC162-NA,FLC162-NA,Autumn Whirlwind Faux Flower Arrangement,4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6539,6778
FLC169,FLC169,Freesia Faux Flower Arrangement,7,7.0,64.0,4.00,9.14,multiple_of_16,was=64lb sheet=7lb ratio=9.14,6582,
FLC169,FLC169-PK,Freesia Faux Flower Arrangement,7,7.0,64.0,4.00,9.14,multiple_of_16,was=64lb sheet=7lb ratio=9.14,6582,6830
FLC169,FLC169-YE,Freesia Faux Flower Arrangement,7,7.0,64.0,4.00,9.14,multiple_of_16,was=64lb sheet=7lb ratio=9.14,6582,6831
FLC175,FLC175,Lavish Rambling Roses Silk Flower Arrangement,9,9.0,64.0,4.00,7.11,multiple_of_16,was=64lb sheet=9lb ratio=7.11,6583,
FLC175,FLC175-RD,Lavish Rambling Roses Silk Flower Arrangement,9,9.0,64.0,4.00,7.11,multiple_of_16,was=64lb sheet=9lb ratio=7.11,6583,6833
FLC175,FLC175-ROP,Lavish Rambling Roses Silk Flower Arrangement,9,9.0,64.0,4.00,7.11,multiple_of_16,was=64lb sheet=9lb ratio=7.11,6583,6834
FLC177-MS,FLC177-MS,"Roses, Delphiniums & Cosmos Silk Flower Arrangement",7,7.0,48.0,3.00,6.86,multiple_of_16,was=48lb sheet=7lb ratio=6.86,6584,6835
FLC179-MP,FLC179-MP,Delightful Delphiniums Silk Flower Arrangement,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6585,6836
FLC211-WG,FLC211-WG,Calla Lilies Faux Flower Bouquet,9,9.0,64.0,4.00,7.11,multiple_of_16,was=64lb sheet=9lb ratio=7.11,6625,6894
FLC224-MP,FLC224-MP,Tropical Breeze Faux Flower Arrangement,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6626,6895
FLC229,FLC229,"Gerbera, Rose & Scabiosa Silk Flower Arrangement",6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6629,
FLC229,FLC229-PKR,"Gerbera, Rose & Scabiosa Silk Flower Arrangement",6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6629,6901
FLC229,FLC229-YEP,"Gerbera, Rose & Scabiosa Silk Flower Arrangement",6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6629,6902
FLC436-YEO,FLC436-YEO,Sunshine Harvest Silk Flower Garden Arrangement,7,7.0,80.0,5.00,11.43,multiple_of_16,was=80lb sheet=7lb ratio=11.43,6609,6868
FLC999-NA,FLC999-NA,Bittersweet & Birch Silk Flower Arrangement,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6481,6689
HDA300,HDA300,Poinsettia & Pine Artificial Holiday Centerpiece,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6612,
HDA300,HDA300-RD,Poinsettia & Pine Artificial Holiday Centerpiece,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6612,6872
HDA300,HDA300-WH,Poinsettia & Pine Artificial Holiday Centerpiece,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6612,6873
HDA301,HDA301,Poinsettia & Mistletoe Artificial Holiday Planter,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6613,
HDA301,HDA301-RD,Poinsettia & Mistletoe Artificial Holiday Planter,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6613,6875
HDA301,HDA301-WH,Poinsettia & Mistletoe Artificial Holiday Planter,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6613,6876
HDA412-RD,HDA412-RD,Ilex Berry & Seeded Eucalyptus Faux Holiday Arrangement,5,5.0,64.0,4.00,12.80,multiple_of_16,was=64lb sheet=5lb ratio=12.80,6614,6877
HDA454-WH,HDA454-WH,"Delphinium, Berries & Iced Pine Artificial Holiday Arrangement",5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6488,6696
HDA526-RDG,HDA526-RDG,Wispy Pine & Berries Artificial Holiday Arrangement,8,8.0,48.0,3.00,6.00,multiple_of_16,was=48lb sheet=8lb ratio=6.00,6548,6795
HDA531-GRR,HDA531-GRR,"Pine, Berry & Cedar Medium Artificial Holiday Centerpiece",5,5.0,48.0,3.00,9.60,multiple_of_16,was=48lb sheet=5lb ratio=9.60,6557,6804
HDB456-WHS,HDB456-WHS,White Winter & Silver Artificial Holiday Centerpiece,6,6.0,48.0,3.00,8.00,multiple_of_16,was=48lb sheet=6lb ratio=8.00,6491,6699
HDC414-GRR,HDC414-GRR,"Mixed Eucalyptus, Pine & Berries Silk Holiday Garland",4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6296,6312
HDC418-RD,HDC418-RD,"Plush Velvet Poinsettia, Pine & Berries Artificial Christmas Holiday Garland",4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6300,6316
HDC470-GRR,HDC470-GRR,"Pine, Berry & Cedar 24"" Artificial Holiday Wreath",4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6553,6800
HDC472-GRR,HDC472-GRR,"Pine, Berry & Cedar Artificial Holiday Teardrop",4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6554,6801
HDC513-GRR,HDC513-GRR,Jingle Bells Artificial Holiday Teardrop,4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6560,6807
HDC521-CHG,HDC521-CHG,"Champagne Elegance 30"" Artificial Holiday Wreath",6,6.0,64.0,4.00,10.67,multiple_of_16,was=64lb sheet=6lb ratio=10.67,6565,6812
HDC523-CHG,HDC523-CHG,Champagne Elegance Artificial Holiday Garland,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6566,6813
PLA340-GR,PLA340-GR,Feather Grass Faux Foliage Plant,4,4.0,128.0,8.00,32.00,multiple_of_16,was=128lb sheet=4lb ratio=32.00,6588,6839
PLA359-NA,PLA359-NA,Serengeti Grass Faux Foliage Plant,4,4.0,96.0,6.00,24.00,multiple_of_16,was=96lb sheet=4lb ratio=24.00,6605,6864
PLD361-NA,PLD361-NA,Money Tree & Caladium Faux Foliage Planter,8,8.0,64.0,4.00,8.00,multiple_of_16,was=64lb sheet=8lb ratio=8.00,6591,6842
PLD405-GR,PLD405-GR,Faux Forest Fern Plant,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6631,6904
PLD406-GR,PLD406-GR,Silk English Ivy Centerpiece,4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6632,6905
PLD534-GB,PLD534-GB,"Yucca, Cactus & Echeveria Mixed Faux Foliage Planter",4,4.0,48.0,3.00,12.00,multiple_of_16,was=48lb sheet=4lb ratio=12.00,6603,6859
TRC338-05,TRC338-05,5' Silk Bamboo Tree,9,9.0,128.0,8.00,14.22,multiple_of_16,was=128lb sheet=9lb ratio=14.22,6485,6693
TRC338-06,TRC338-06,6' Silk Bamboo Tree,16,16.0,128.0,8.00,8.00,multiple_of_16,was=128lb sheet=16lb ratio=8.00,6483,6691
TRC338-07,TRC338-07,7' Silk Bamboo Tree,16,16.0,128.0,8.00,8.00,multiple_of_16,was=128lb sheet=16lb ratio=8.00,6484,6692
TRM340-05,TRM340-05,5' Silk Mediterranean Olive Tree,10,10.0,128.0,8.00,12.80,multiple_of_16,was=128lb sheet=10lb ratio=12.80,6514,6736
TRM340-06,TRM340-06,6' Silk Mediterranean Olive Tree,18,18.0,128.0,8.00,7.11,multiple_of_16,was=128lb sheet=18lb ratio=7.11,6515,6737
TRM340-07,TRM340-07,7' Silk Mediterranean Olive Tree,19,19.0,128.0,8.00,6.74,multiple_of_16,was=128lb sheet=19lb ratio=6.74,6516,6738
WRA304-NA,WRA304-NA,Harvest Berries & Pinecones Artificial Autumn Wreath,4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6541,6780
WRA305-NA,WRA305-NA,Harvest Berries & Pinecones Artificial Autumn Teardrop,3,3.0,32.0,2.00,10.67,multiple_of_16,was=32lb sheet=3lb ratio=10.67,6542,6781
WRA342-NA,WRA342-NA,"Maple, Pomegranate & Pinecone Faux Autumn Wreath",4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6543,6782
WRA344-NA,WRA344-NA,"Maple, Pomegranate & Pinecone Faux Autumn Teardrop",3,3.0,32.0,2.00,10.67,multiple_of_16,was=32lb sheet=3lb ratio=10.67,6544,6783
WRA357-MP,WRA357-MP,Zinnia & Daisy Faux Flower Wreath,4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6594,6845
WRA372-NA,WRA372-NA,Fall Chestnut Silk Wreath,4,4.0,32.0,2.00,8.00,multiple_of_16,was=32lb sheet=4lb ratio=8.00,6610,6869
FLA136,FLA136,Dahlia Delight Silk Flower Arrangement,3,3.0,16.0,1.00,5.33,oz_like_value,was=16lb implies 1.00lb,6502,
FLA136,FLA136-CRW,Dahlia Delight Silk Flower Arrangement,3,3.0,16.0,1.00,5.33,oz_like_value,was=16lb implies 1.00lb,6502,6769
FLA136,FLA136-PE,Dahlia Delight Silk Flower Arrangement,3,3.0,16.0,1.00,5.33,oz_like_value,was=16lb implies 1.00lb,6502,6770
FLA136,FLA136-RD,Dahlia Delight Silk Flower Arrangement,3,3.0,16.0,1.00,5.33,oz_like_value,was=16lb implies 1.00lb,6502,6768
FLA921-MP,FLA921-MP,Sunflower & Zinnia Quart Jar Artificial Autumn Accent,4,4.0,36.0,2.25,9.00,oz_like_value,was=36lb implies 2.25lb,6607,6866
FLC225-PKW,FLC225-PKW,Magnolia & Ruffle Tulip Faux Flower Arrangement,6,6.0,72.0,4.50,12.00,oz_like_value,was=72lb implies 4.50lb,6627,6896
HDC420-WHS,HDC420-WHS,"Winter White & Silver 24"" Artificial Holiday Wreath",4,4.0,36.0,2.25,9.00,oz_like_value,was=36lb implies 2.25lb,6314,6332
HDC422-WHS,HDC422-WHS,Winter White & Silver Artificial Holiday Teardrop,3,3.0,24.0,1.50,8.00,oz_like_value,was=24lb implies 1.50lb,6302,6318
HDC520-CHG,HDC520-CHG,"Champagne Elegance 24"" Artificial Holiday Wreath",4,4.0,36.0,2.25,9.00,oz_like_value,was=36lb implies 2.25lb,6563,6810
WRA375-CRF,WRA375-CRF,Faux Dogwood & Berry Wreath,4,4.0,36.0,2.25,9.00,oz_like_value,was=36lb implies 2.25lb,6634,6907
WRA376-MS,WRA376-MS,Silk Cabbage Rose & Blossoms Wreath,4,4.0,36.0,2.25,9.00,oz_like_value,was=36lb implies 2.25lb,6635,6908
,CTB138-BST,"Spun Metallic Tree & Plant Container - 14"" H x 14"" W  - Black Steel",,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6572,6819
,CTB138-GLD,"Spun Metallic Tree & Plant Container - 14"" H x 14"" W - Gold",,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6573,6820
,CTB138-SST,"Spun Metallic Tree & Plant Container - 14""H x 14"" W - Silver Steel",,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6574,6821
,CTD137-BST,"Spun Metallic Tree & Plant Container - 11"" H x 11 W - Black Steel",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6571,6818
,CTD137-GLD,"Spun Metallic Tree & Plant Container -  11"" H x 11"" W - Gold",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6570,6817
,CTD137-SST,"Spun Metallic Tree & Plant Container - 11""H x 11""W  - Silver Steel",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6569,6816
,CTD280-BK,"Newport Decorative Container 11""W x 11""H - Gloss Black",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6522,6744
,CTD280-OY,"Newport Decorative Container 11""W x 11""H - Gloss Oyster",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6523,6745
,CTD280-WH,"Newport Decorative Container 11""W x 11""H - Gloss White",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6524,6746
,FLA156-NA,Baby's Breath & Grass Faux Flower Accent,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6540,6779
,FLB133,Cabbage Roses & Cosmos Silk Flower Centerpiece,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6504,
,FLB133-ORB,Cabbage Roses & Cosmos Silk Flower Centerpiece,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6504,6721
,FLB133-PKL,Cabbage Roses & Cosmos Silk Flower Centerpiece,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6504,6722
,FLB140,Celebration Bouquet Faux Flower Arrangement,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6505,
,FLB140-BLY,Celebration Bouquet Faux Flower Arrangement,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6505,6724
,FLB140-RDO,Celebration Bouquet Faux Flower Arrangement,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6505,6725
,FLB141-MP,Mixed Rose Bouquet Silk Flower Arrangement,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6506,6726
,FLB142-MP,Captivating Roses Silk Flower Centerpiece,,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6526,6760
,FLB147-MP,Maui Sunrise Faux Flower Centerpiece,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6528,6762
FLB163-NA,FLB163-NA,Warm Days of Fall Silk Flower Centerpiece,X,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6537,6776
,FLB184-MP,"Roses, Alstromeria & Berries Silk Flower Centerpiece",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6597,6850
,FLB990-MS,Hydrangea & Seeded Eucalyptus Faux Flower Centerpiece,,,16.0,1.00,,store_multiple_of_16,implies 1.00lb if oz→lb,6360,6447
FLB994-MP,FLB994-MP,Garden Kaleidoscope Silk Flower Centerpiece,BO,,16.0,1.00,,store_multiple_of_16,implies 1.00lb if oz→lb,6364,6451
,FLC150-MP,"Sunflower, Gerbera Daisy & Delphinium Silk Flower Arrangement",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6530,6764
,FLC152-MVP,Hydrangea Happiness Silk Flower Arrangement,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6531,6765
,FLC167-CRW,Calla Lilies Faux Flower Arrangement,,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6581,6828
,FLC180-CRP,Cherry Blossom Festival Faux Flower Arrangement,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6586,6837
HDA431-RDG,HDA431-RDG,"Slash Pine, Berries & Fern Faux Holiday Arrangement",BO,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6615,6878
HDA433-RDG,HDA433-RDG,Holiday Rhapsody Silk Flower Holiday Arrangement,BO,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6616,6879
HDA435-RD,HDA435-RD,"Plush Velvet Poinsettia, Pine & Berries Artificial Christmas Bouquet",BO,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6617,6880
,HDA449-RD,Ilex Berries & Birch Faux Holiday Arrangement,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6486,6694
,HDA453-RD,"Plush Poinsettia, Berries, & Achillea Artificial Holiday Centerpiece",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6487,6695
,HDA524-CHG,Champagne Elegance Holiday Faux Centerpiece,,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6567,6814
HDA525-CHG,HDA525-CHG,Champagne Elegance Faux Holiday Sleigh Arrangement,BO,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6568,6815
HDA530-GRR,HDA530-GRR,"Pine, Berry & Cedar Large Artificial Holiday Centerpiece",BO,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6556,6803
HDA535-CHG,HDA535-CHG,Champagne Elegance Artificial Holiday Centerpiece,BO,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6618,6881
,HDB457-RD,Holiday Bliss Artificial Christmas Arrangement,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6490,6698
,HDB528-RDG,"Achillea, Hydrangea & Holly Artificial Holiday Arrangement",,,32.0,2.00,,store_multiple_of_16,implies 2.00lb if oz→lb,6549,6796
,HDC461-RDG,"Holly, Ivy & Berries 18"" Artificial Holiday Wreaths (Set of 2)",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6493,6701
,HDC462-RDG,"Holly, Ivy & Berries 24"" Artificial Holiday Wreath",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6494,6702
,HDC464-RDG,"Holly, Ivy & Berries 28"" Artificial Holiday Teardrop",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6495,6703
,HDC465-RDG,"Holly, Ivy & Berries 5' Artificial Holiday Garland",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6496,6704
,HDC466-BLS,"Winter Morning 24"" Artificial Holiday Wreath",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6550,6797
,HDC467-BLS,"Winter Morning 30"" Artificial Holiday Wreath",,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6551,6798
,HDC468-BLS,Winter Morning Artificial Holiday Teardrop,,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6552,6799
HDD222-05,HDD222-05,5' Artificial Norway Spruce  Christmas Tree,BO,,128.0,8.00,,store_multiple_of_16,implies 8.00lb if oz→lb,6497,6705
HDD222-06,HDD222-06,6' Artificial Norway Spruce  Christmas Tree,BO,,128.0,8.00,,store_multiple_of_16,implies 8.00lb if oz→lb,6498,6706
HDD224-GR,HDD224-GR,"30"" Norway Spruce Artificial Tabletop Tree",DISC,,64.0,4.00,,store_multiple_of_16,implies 4.00lb if oz→lb,6499,6707
HDD529-GRR,HDD529-GRR,Jingle Bells Artificial Holiday Tabletop Tree,BO,,48.0,3.00,,store_multiple_of_16,implies 3.00lb if oz→lb,6562,6809
PLA359-NA1,PLA359-NA1,Serengeti Grass Faux Foliage Plant  - Old Version,DISC,,96.0,6.00,,store_multiple_of_16,implies 6.00lb if oz→lb,6600,6856
