item,sku,product_name,sheet_weight_raw,sheet_weight_lb,bc_weight_lb,implied_lb_from_div16,ratio,issue_type,detail,product_id,variant_id,shopify_weight_lb,bc_minus_shopify_lb
FLA710-MS,FLA710-MS,"Gerbera, Rose & Cornflower Silk Flower Arrangement",2,2.0,0.0,,,zero_weight,sheet expects 2lb,5269,5138,2.0,-2.00
FLA787-MP,FLA787-MP,Protea & Torch Ginger Accent Artificial Flower Arrangement,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5280,5145,4.0,-4.00
FLA799-MP,FLA799-MP,Faux Orchids & Heliconia Tropical Flower Arrangement,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5282,5146,4.0,-4.00
FLA803,FLA803,Faux Phalaenopsis Orchid Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5286,,,
FLA803,FLA803-FU,Faux Phalaenopsis Orchid Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5286,5148,3.0,-3.00
FLA803,FLA803-TTP,Faux Phalaenopsis Orchid Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5286,5149,3.0,-3.00
FLA803,FLA803-WH,Faux Phalaenopsis Orchid Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5286,5150,3.0,-3.00
FLA848,FLA848,Mixed Wildflowers Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5296,,,
FLA848,FLA848-MP,Mixed Wildflowers Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5296,5154,2.0,-2.00
FLA848,FLA848-NA,Mixed Wildflowers Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5296,5153,2.0,-2.00
FLA849,FLA849,Farmhouse Daisies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5303,,,
FLA849,FLA849-WH,Farmhouse Daisies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5303,5156,2.0,-2.00
FLA849,FLA849-YEW,Farmhouse Daisies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5303,5158,2.0,-2.00
FLA849,FLA849-YL,Farmhouse Daisies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5303,5157,2.0,-2.00
FLA877,FLA877,California Poppies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5318,,,
FLA877,FLA877-FL,California Poppies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5318,5163,2.0,-2.00
FLA877,FLA877-MP,California Poppies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5318,6360,2.0,-2.00
FLA877,FLA877-OR,California Poppies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5318,5164,2.0,-2.00
FLA877,FLA877-RD,California Poppies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5318,5165,2.0,-2.00
FLA877,FLA877-YE,California Poppies Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5318,5166,2.0,-2.00
FLA906,FLA906,Sweetheart Rose Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5336,,,
FLA906,FLA906-BYP,Sweetheart Rose Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5336,5174,2.0,-2.00
FLA906,FLA906-YEO,Sweetheart Rose Silk Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5336,5175,2.0,-2.00
FLA914-MP,FLA914-MP,Sunflower & Zinnia Pint Jar Artificial Autumn Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5339,5176,3.0,-3.00
FLA914-MP,FLA914-MP-x-TEST,Test Notify Me,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6534,6773,3.0,-3.00
FLA918-CRW,FLA918-CRW,Tree Magnolia Faux Flower Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5342,5177,3.0,-3.00
FLA951-WH,FLA951-WH,Lily of the Valley Faux Flower Accent,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5357,5181,2.0,-2.00
FLA954-MP,FLA954-MP,Rambling Roses Faux Flower Accent,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5367,5184,2.0,-2.00
FLA972-MP,FLA972-MP,Pansy Perfect Faux Flower Arrangement,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6128,5890,2.0,-2.00
FLA979-BLW,FLA979-BLW,Cosmos & Hydrangea Silk Flower Arrangement,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6148,5933,3.0,-3.00
FLB108-WG,FLB108-WG,Calla Lily & Foliage Silk Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5390,5196,8.0,-8.00
FLB170-CH,FLB170-CH,Magnolias & Orchids,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5392,5197,5.0,-5.00
FLB247-NA,FLB247-NA,Pumpkins & Berries Autumn Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6094,5846,4.0,-4.00
FLB317-MP,FLB317-MP,"Hydrangea, Zinnia & Daisies Silk Flower Autumn Centerpiece",9,9.0,0.0,,,zero_weight,sheet expects 9lb,6283,6296,9.0,-9.00
FLB327-MP,FLB327-MP,Autumn Garden Silk Flower Centerpiece,5,5.0,0.0,,,zero_weight,sheet expects 5lb,6280,6293,5.0,-5.00
FLB424,FLB424,Silk Hydrangea Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5397,,,
FLB424,FLB424-LVB,Silk Hydrangea Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5397,5199,3.0,-3.00
FLB424,FLB424-WG,Silk Hydrangea Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5397,5200,3.0,-3.00
FLB443-MS,FLB443-MS,Coral & Blue Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5404,5201,4.0,-4.00
FLB445,FLB445,Abundance of Tulips Silk Centerpiece,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5409,,,
FLB445,FLB445-CR,Abundance of Tulips Silk Centerpiece,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5409,5203,7.0,-7.00
FLB445,FLB445-PK,Abundance of Tulips Silk Centerpiece,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5409,5204,7.0,-7.00
FLB445,FLB445-RD,Abundance of Tulips Silk Centerpiece,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5409,5205,7.0,-7.00
FLB445,FLB445-YE,Abundance of Tulips Silk Centerpiece,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5409,5206,7.0,-7.00
FLB463-MP,FLB463-MP,Gerbera Daisy Silk Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5412,5207,4.0,-4.00
FLB475-NA,FLB475-NA,Tuscan Buffet Silk Centerpiece,6,6.0,0.0,,,zero_weight,sheet expects 6lb,5415,5208,6.0,-6.00
FLB476-NA,FLB476-NA,Jr. Tuscan Buffet Silk Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5419,5209,4.0,-4.00
FLB527-NA,FLB527-NA,"Zinnia, Gerbera & Lily Silk Flower Centerpiece",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5422,5210,4.0,-4.00
FLB574-MS,FLB574-MS,"Calla Lily, Tulip & Lily Silk Flower Centerpiece",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5425,5211,5.0,-5.00
FLB602,FLB602,Calla Lily Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5429,,,
FLB602,FLB602-EGP,Calla Lily Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5429,5215,4.0,-4.00
FLB602,FLB602-OR,Calla Lily Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5429,5213,4.0,-4.00
FLB602,FLB602-WH,Calla Lily Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5429,5214,4.0,-4.00
FLB602,FLB602-YL,Calla Lily Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5429,5216,4.0,-4.00
FLB603-NA,FLB603-NA,Orchid & Calla Lily Centerpiece Artificial Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5435,5217,5.0,-5.00
FLB608,FLB608,Peony Silk Flower Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5439,,,
FLB608,FLB608-BY,Peony Silk Flower Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5439,5220,3.0,-3.00
FLB608,FLB608-MP,Peony Silk Flower Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5439,5222,3.0,-3.00
FLB608,FLB608-PK,Peony Silk Flower Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5439,5219,3.0,-3.00
FLB608,FLB608-WH,Peony Silk Flower Centerpiece,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5439,5221,3.0,-3.00
FLB639,FLB639,Deluxe Peony Silk Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5447,,,
FLB639,FLB639-BYP,Deluxe Peony Silk Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5447,5224,8.0,-8.00
FLB639,FLB639-MP,Deluxe Peony Silk Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5447,5225,8.0,-8.00
FLB639,FLB639-WH,Deluxe Peony Silk Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5447,5226,8.0,-8.00
FLB640-WH,FLB640-WH,Magnolia Centerpiece Silk Flower Arrangement,10,10.0,0.0,,,zero_weight,sheet expects 10lb,5452,5227,10.0,-10.00
FLB717-MP,FLB717-MP,Mixed Silk Flower Bouquet,6,6.0,0.0,,,zero_weight,sheet expects 6lb,5454,5228,6.0,-6.00
FLB718-YL,FLB718-YL,Sunflower Silk Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5457,5229,8.0,-8.00
FLB737,FLB737,Silk Tulip Nosegay,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5463,,,
FLB737,FLB737-PK,Silk Tulip Nosegay,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5463,5231,5.0,-5.00
FLB737,FLB737-RD,Silk Tulip Nosegay,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5463,5232,5.0,-5.00
FLB737,FLB737-WH,Silk Tulip Nosegay,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5463,5234,5.0,-5.00
FLB737,FLB737-YL,Silk Tulip Nosegay,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5463,5233,5.0,-5.00
FLB741-MP,FLB741-MP,Bird of Paradise & Calla Lily Silk Flower Centerpiece,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5473,5235,5.0,-5.00
FLB766-MP,FLB766-MP,Glorious Garden Silk Flower Centerpiece,9,9.0,0.0,,,zero_weight,sheet expects 9lb,5477,5236,9.0,-9.00
FLB774-MP,FLB774-MP,Autumn Sunrise Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5480,5237,4.0,-4.00
FLB813-MP,FLB813-MP,"Larkspur, Ranunculus & Rose Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5487,5240,4.0,-4.00
FLB817,FLB817,"Gerbera, Hydrangea & Rose Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5490,,,
FLB817,FLB817-GRP,"Gerbera, Hydrangea & Rose Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5490,6748,4.0,-4.00
FLB817,FLB817-MP,"Gerbera, Hydrangea & Rose Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5490,6747,4.0,-4.00
FLB839-MP,FLB839-MP,Festive Mood Silk Flower Centerpiece,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5494,5243,5.0,-5.00
FLB852-WH,FLB852-WH,"Lilac, Dogwood & Tulip Silk Flower Centerpiece",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5497,5244,5.0,-5.00
FLB853-MS,FLB853-MS,Rose & Berry Silk Flower Centerpiece,6,6.0,0.0,,,zero_weight,sheet expects 6lb,5500,5245,6.0,-6.00
FLB854-YE,FLB854-YE,Country Sunflowers Silk Flower Arrangement,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5503,5246,3.0,-3.00
FLB865-CRW,FLB865-CRW,Magnolia & Dahlia Silk Flower Centerpiece,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5509,5248,5.0,-5.00
FLB884-MS,FLB884-MS,Lilies & Delphinium Silk Flower Centerpiece,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5512,5249,5.0,-5.00
FLB889-MP,FLB889-MP,Floral Tapestry Silk Flower Centerpiece,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5515,5250,5.0,-5.00
FLB897-NA,FLB897-NA,Spider Mum & Blackberries Silk Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5521,5252,4.0,-4.00
FLB910-MP,FLB910-MP,"Poppy, Rose & Lilac Silk Flower Centerpiece",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5522,5253,5.0,-5.00
FLB917-MP,FLB917-MP,"Alstromeria, Rose & Mum Silk Flower Centerpiece",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5528,5255,4.0,-4.00
FLB927,FLB927,"Dahlia, Hydrangea & Berries Silk Flower Centerpiece",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5530,,,
FLB927,FLB927-MS,"Dahlia, Hydrangea & Berries Silk Flower Centerpiece",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5530,6749,5.0,-5.00
FLB927,FLB927-RDY,"Dahlia, Hydrangea & Berries Silk Flower Centerpiece",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5530,6750,5.0,-5.00
FLB941,FLB941,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,,,
FLB941,FLB941-FU,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5260,2.0,-2.00
FLB941,FLB941-FU-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6938,2.0,-2.00
FLB941,FLB941-MP,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5261,2.0,-2.00
FLB941,FLB941-MP-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6939,2.0,-2.00
FLB941,FLB941-MS,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5262,2.0,-2.00
FLB941,FLB941-MS-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6940,2.0,-2.00
FLB941,FLB941-RD,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5263,2.0,-2.00
FLB941,FLB941-RD-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6941,2.0,-2.00
FLB941,FLB941-TTO,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5264,2.0,-2.00
FLB941,FLB941-TTO-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6942,2.0,-2.00
FLB941,FLB941-TTP,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5265,2.0,-2.00
FLB941,FLB941-TTP-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6943,2.0,-2.00
FLB941,FLB941-WH,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5259,2.0,-2.00
FLB941,FLB941-WH-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6937,2.0,-2.00
FLB941,FLB941-YE,Garden Tulip Faux Flower Bouquet,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5534,5266,2.0,-2.00
FLB941,FLB941-YE-1,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,6944,2.0,-2.00
FLB941,FLB941-test,Garden Tulip Content Test,2,2.0,0.0,,,zero_weight,sheet expects 2lb,6645,,,
FLB943-CRW,FLB943-CRW,Simplistic Splendor Faux Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5539,5270,8.0,-8.00
FLB944-MP,FLB944-MP,Garden Celebration Faux Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5542,5271,8.0,-8.00
FLB947-MS,FLB947-MS,English Manor Faux Flower Centerpiece,6,6.0,0.0,,,zero_weight,sheet expects 6lb,5547,5274,6.0,-6.00
FLB956-BLW,FLB956-BLW,Blissful Blue & White Faux Flower Centerpiece,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5552,5277,4.0,-4.00
FLB973-CRW,FLB973-CRW,Glorious Splendor Silk Flower Centerpiece,9,9.0,0.0,,,zero_weight,sheet expects 9lb,6129,5891,9.0,-9.00
FLB977-BLW,FLB977-BLW,Cosmos & Hydrangea Silk Flower Centerpiece,8,8.0,0.0,,,zero_weight,sheet expects 8lb,6150,5935,8.0,-8.00
FLB982-MS,FLB982-MS,Garden Celebration Bouquet,4,4.0,0.0,,,zero_weight,sheet expects 4lb,6330,6351,4.0,-4.00
FLC633-YEO,FLC633-YEO,Calla & Day Lily Silk Flower Accent,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5578,5289,5.0,-5.00
FLC719,FLC719,Painter's Palette Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5580,,,
FLC719,FLC719-MS,Painter's Palette Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5580,5292,5.0,-5.00
FLC719,FLC719-YO,Painter's Palette Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5580,5293,5.0,-5.00
FLC720-MS,FLC720-MS,Calla Lily & Rubrum Lily Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5587,5294,5.0,-5.00
FLC773,FLC773,Dancing Orchid & Grass Artificial Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5588,,,
FLC773,FLC773-OR,Dancing Orchid & Grass Artificial Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5588,5296,5.0,-5.00
FLC773,FLC773-WH,Dancing Orchid & Grass Artificial Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5588,5297,5.0,-5.00
FLC791,FLC791,"Cherry Blossom, Dogwood & Tulip Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5589,,,
FLC791,FLC791-MS,"Cherry Blossom, Dogwood & Tulip Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5589,6754,4.0,-4.00
FLC791,FLC791-YEW,"Cherry Blossom, Dogwood & Tulip Silk Flower Arrangement",4,4.0,0.0,,,zero_weight,sheet expects 4lb,5589,6751,4.0,-4.00
FLC820,FLC820,Grand Phalaenopsis Orchid Artificial Flower Arrangement,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5590,,,
FLC820,FLC820-TTF,Grand Phalaenopsis Orchid Artificial Flower Arrangement,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5590,5300,7.0,-7.00
FLC820,FLC820-WH,Grand Phalaenopsis Orchid Artificial Flower Arrangement,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5590,5301,7.0,-7.00
FLC875,FLC875,Gladiolus Silk Flower Arrangement,9,9.0,0.0,,,zero_weight,sheet expects 9lb,5594,,,
FLC875,FLC875-MP,Gladiolus Silk Flower Arrangement,9,9.0,0.0,,,zero_weight,sheet expects 9lb,5594,5306,9.0,-9.00
FLC875,FLC875-WH,Gladiolus Silk Flower Arrangement,9,9.0,0.0,,,zero_weight,sheet expects 9lb,5594,5307,9.0,-9.00
FLC907,FLC907,Cherry Blossom Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5599,,,
FLC907,FLC907-BYP,Cherry Blossom Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5599,5313,5.0,-5.00
FLC907,FLC907-PKW,Cherry Blossom Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5599,5314,5.0,-5.00
FLC907,FLC907-WH,Cherry Blossom Silk Flower Arrangement,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5599,5315,5.0,-5.00
FLC970-NA,FLC970-NA,Autumn Glory Faux Foliage Design,7,7.0,0.0,,,zero_weight,sheet expects 7lb,6096,5848,7.0,-7.00
FLC976-WG,FLC976-WG,Snowball Hydrangea & Queen Anne's Lace Faux Flower Arrangement,7,7.0,0.0,,,zero_weight,sheet expects 7lb,6152,5937,7.0,-7.00
FLC980-CRW,FLC980-CRW,Pure Elegance,18,18.0,0.0,,,zero_weight,sheet expects 18lb,6324,6345,18.0,-18.00
FLC983,FLC983,Luscious Lilies,6,6.0,0.0,,,zero_weight,sheet expects 6lb,6341,,,
FLC983,FLC983-PYE,Luscious Lilies,6,6.0,0.0,,,zero_weight,sheet expects 6lb,6341,6365,6.0,-6.00
FLC983,FLC983-YEO,Luscious Lilies,6,6.0,0.0,,,zero_weight,sheet expects 6lb,6341,6364,6.0,-6.00
FLC984-MP,FLC984-MP,Perfect Paradise,8,8.0,0.0,,,zero_weight,sheet expects 8lb,6323,6344,8.0,-8.00
HDA246-RDG,HDA246-RDG,Vintage Holiday Silk Flower Centerpiece,6,6.0,0.0,,,zero_weight,sheet expects 6lb,5612,5332,6.0,-6.00
HDA257-RD,HDA257-RD,"Daisy, Tulip & Poinsettia Silk Flower Accent",5,5.0,0.0,,,zero_weight,sheet expects 5lb,5614,5334,5.0,-5.00
HDA287-RDW,HDA287-RDW,Winterberry Frost  Holiday Centerpiece,6,6.0,0.0,,,zero_weight,sheet expects 6lb,6284,6297,6.0,-6.00
HDA381-RDW,HDA381-RDW,Holiday Tradition Silk Christmas Centerpiece,6,6.0,0.0,,,zero_weight,sheet expects 6lb,5631,5351,6.0,-6.00
HDB200,HDB200,Premier Silk Poinsettia - Large,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5633,,,
HDB200,HDB200-RD,Premier Silk Poinsettia - Large,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5633,5354,5.0,-5.00
HDB200,HDB200-WH,Premier Silk Poinsettia - Large,5,5.0,0.0,,,zero_weight,sheet expects 5lb,5633,5355,5.0,-5.00
HDB201,HDB201,Premier Silk Poinsettia - Extra Large,11,11.0,0.0,,,zero_weight,sheet expects 11lb,6067,,,
HDB201,HDB201-RD,Premier Silk Poinsettia - Extra Large,11,11.0,0.0,,,zero_weight,sheet expects 11lb,6067,5878,11.0,-11.00
HDB201,HDB201-WH,Premier Silk Poinsettia - Extra Large,11,11.0,0.0,,,zero_weight,sheet expects 11lb,6067,5879,11.0,-11.00
HDB233,HDB233,Table Top Silk Poinsettia Plant,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5637,,,
HDB233,HDB233-RD,Table Top Silk Poinsettia Plant,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5637,5362,4.0,-4.00
HDB233,HDB233-WH,Table Top Silk Poinsettia Plant,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5637,5363,4.0,-4.00
HDB239-WH,HDB239-WH,Magnolia & Berry Artificial Holiday Floral,2,2.0,0.0,,,zero_weight,sheet expects 2lb,5638,5364,2.0,-2.00
HDB286-RDW,HDB286-RDW,Winterberry Frost Artificial Holiday Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5641,5369,3.0,-3.00
HDB308-RD,HDB308-RD,Poinsettia & Holly Silk Holiday Arrangement,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5642,5370,3.0,-3.00
HDB337-RDW,HDB337-RDW,Winter Woods Artificial Holiday Accent,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5643,5371,3.0,-3.00
HDB370-RD,HDB370-RD,Desktop Silk Poinsettia Plant,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5645,5373,3.0,-3.00
HDB371-RD,HDB371-RD,"Poinsettia, Pine & Berry Silk Christmas Accent",2,2.0,0.0,,,zero_weight,sheet expects 2lb,5646,5374,2.0,-2.00
HDB395,HDB395,Amaryllis Accent Silk Flower Holiday Design,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6101,,,
HDB395,HDB395-RD,Amaryllis Accent Silk Flower Holiday Design,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6101,5870,3.0,-3.00
HDB395,HDB395-WH,Amaryllis Accent Silk Flower Holiday Design,3,3.0,0.0,,,zero_weight,sheet expects 3lb,6101,5871,3.0,-3.00
HDB601,HDB601,Silk Poinsettia Accent,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5648,,,
HDB601,HDB601-RD,Silk Poinsettia Accent,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5648,5377,4.0,-4.00
HDB601,HDB601-WH,Silk Poinsettia Accent,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5648,5378,4.0,-4.00
HDC274-RD,HDC274-RD,Holiday Poinsettia Silk Wreath,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5655,5385,4.0,-4.00
HDC411-GRR,HDC411-GRR,"Mixed Eucalyptus, Pine & Berries Silk Holiday Wreath",4,4.0,0.0,,,zero_weight,sheet expects 4lb,6294,6310,4.0,-4.00
HDC413-GRR,HDC413-GRR,"Mixed Eucalyptus, Pine & Berries Silk Holiday Teardrop",3,3.0,0.0,,,zero_weight,sheet expects 3lb,6295,6311,3.0,-3.00
HDC415-RD,HDC415-RD,"Plush Velvet Poinsettia, Pine & Berries Artificial Christmas Holiday Wreath",4,4.0,0.0,,,zero_weight,sheet expects 4lb,6298,6314,4.0,-4.00
HDC417-RD,HDC417-RD,"Plush Velvet Poinsettia, Pine & Berries Artificial Christmas Holiday Teardrop",3,3.0,0.0,,,zero_weight,sheet expects 3lb,6299,6315,3.0,-3.00
PLA311-GR,PLA311-GR,Silk Ficus Bush Plant,8,8.0,0.0,,,zero_weight,sheet expects 8lb,5688,5418,8.0,-8.00
PLA350-NA,PLA350-NA,Coastal Grass Silk Planter,7,7.0,0.0,,,zero_weight,sheet expects 7lb,5693,5423,7.0,-7.00
PLA495-GR,PLA495-GR,Paradise Palm,8,8.0,0.0,,,zero_weight,sheet expects 8lb,6339,6361,8.0,-8.00
PLB409-GR,PLB409-GR,Hanging Spider Plant Silk Foliage Planter,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5710,5440,4.0,-4.00
PLB410-GR,PLB410-GR,Mixed Hanging Ferns Silk Foliage Planter,4,4.0,0.0,,,zero_weight,sheet expects 4lb,5711,5441,4.0,-4.00
PLD178-LF,PLD178-LF,Silk English Ivy in Oval Planter,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5727,5457,3.0,-3.00
PLD181-LF,PLD181-LF,Silk Pothos in Oval Planter,3,3.0,0.0,,,zero_weight,sheet expects 3lb,5728,5458,3.0,-3.00
